21968728	122	115	1	1
21968731	227	111	1	2
21968732	127	110	0	3
21968738	142	107	0	4
21968768	223	93	1	5
21968768	147	93	1	6
21968768	134	93	1	7
21968768	123	93	1	8
21968768	115	93	1	9
21968800	218	80	1	10
21968800	119	80	0	11
21968811	125	77	0	12
21968811	121	77	0	13
21968832	56	65	0	14
21968850	101	56	0	15
21968850	49	56	0	16
21968858	205	53	0	17
21968874	2	49	1	18
21968880	3	44	0	19
21968888	214	42	1	20
21968901	56	34	0	21
21968922	81	25	0	22
21968922	218	26	0	23
21968935	190	22	1	24
21968935	3	18	1	25
21968946	36	15	0	26
21968964	213	7	1	27
21968964	77	4	0	28
21969011	227	167	1	29
21969011	238	165	1	30
21969011	232	165	0	31
21969032	225	158	0	32
21969038	175	152	0	33
21969056	231	147	1	34
21969064	222	140	0	35
21969108	237	123	0	36
21969111	84	121	0	37
21969137	88	109	0	38
21969141	136	106	1	39
21969141	137	107	0	40
21969162	149	96	0	41
21969165	122	92	0	42
21969165	74	92	0	43
21969170	129	94	1	44
21969204	148	78	0	45
21969204	132	78	0	46
21969205	146	76	1	47
21969205	144	76	1	48
21969221	112	68	1	49
21969231	187	67	0	50
21969250	132	58	0	51
21969258	114	55	1	52
21969273	49	47	1	53
21969284	2	43	1	54
21969290	51	37	0	55
21969298	80	34	1	56
21969303	233	29	0	57
21969324	10	21	0	58
21969324	234	23	1	59
21969350	103	8	1	60
21969361	75	4	0	61
21969410	218	164	0	62
21969451	228	148	1	63
21969454	215	144	1	64
21969500	216	124	0	65
21969501	221	125	1	66
21969506	209	122	0	67
21969525	239	113	1	68
21969530	220	115	0	69
21969532	160	111	0	70
21969532	81	110	1	71
21969548	173	103	0	72
21969551	169	100	0	73
21969569	238	95	0	74
21969572	41	91	0	75
21969603	142	78	0	76
21969619	163	69	0	77
21969622	208	71	1	78
21969625	59	64	0	79
21969633	195	61	0	80
21969641	213	56	0	81
21969665	118	48	0	82
21969670	218	47	0	83
21969676	207	41	1	84
21969684	117	36	0	85
21969692	103	35	0	86
21969717	85	26	0	87
21969725	110	21	0	88
21969741	235	15	0	89
21969747	231	12	1	90
21969747	68	9	0	91
21969748	227	8	1	92
21969771	29	0	0	93
21969799	215	168	0	94
21969832	218	154	0	95
21969840	27	150	0	96
21969846	222	148	0	97
21969869	186	137	0	98
21969872	92	139	0	99
21969873	236	132	1	100
21969927	179	114	0	101
21969930	235	110	1	102
21969948	195	103	1	103
21969967	116	93	1	104
21969967	113	93	1	105
21969972	119	91	0	106
21969975	207	89	0	107
21969975	118	89	1	108
21969999	116	79	0	109
21969999	133	78	0	110
21969999	125	78	0	111
21970003	118	77	0	112
21970003	115	77	0	113
21970003	55	77	1	114
21970003	121	75	1	115
21970014	3	68	1	116
21970050	125	53	0	117
21970053	192	55	0	118
21970053	59	55	0	119
21970061	126	48	1	120
21970064	221	46	0	121
21970067	115	45	0	122
21970123	18	20	1	123
21970123	109	21	0	124
21970126	206	22	0	125
21970166	227	5	0	126
21970172	75	3	0	127
21970175	34	0	0	128
21970209	147	166	0	129
21970218	219	163	0	130
21970244	222	149	0	131
21970307	136	125	0	132
21970313	141	123	0	133
21970323	170	117	1	134
21970323	141	117	0	135
21970363	130	100	0	136
21970363	28	100	0	137
21970376	10	92	0	138
21970417	234	79	1	139
21970420	123	77	0	140
21970477	126	55	1	141
21970477	114	55	1	142
21970482	218	50	1	143
21970513	68	38	0	144
21970519	185	34	0	145
21970535	129	24	1	146
21970561	107	17	1	147
21970584	209	7	0	148
21970584	195	7	1	149
