134811048	74	93	0	1
134811055	24	95	0	2
134811111	107	116	0	3
134811119	106	114	1	4
134811135	72	103	0	5
134811143	70	108	0	6
134811155	23	95	0	7
134811191	108	95	0	8
134811192	108	95	0	9
134811207	71	119	0	10
134811245	106	101	1	11
134811253	72	123	0	12
134811254	73	95	0	13
134811258	74	92	0	14
134811265	71	112	0	15
134811299	105	98	1	16
134811318	73	113	0	17
134811330	108	94	0	18
134811337	24	94	0	19
134811362	71	97	0	20
134811385	106	115	1	21
134811412	106	108	1	22
134811466	106	111	0	23
134811467	106	111	0	24
134811470	73	89	0	25
134811473	71	108	0	26
134811477	72	110	0	27
134811484	69	120	0	28
134811485	70	96	0	29
134811511	106	120	0	30
134811539	108	99	1	31
134811564	106	102	1	32
134811572	108	103	1	33
134811576	71	109	0	34
134811581	73	94	0	35
134811588	73	96	0	36
134811597	72	116	0	37
134811617	71	118	0	38
134811622	107	101	1	39
134811641	106	110	0	40
134811665	104	115	1	41
134811669	72	109	0	42
134811669	108	91	1	43
134811684	70	119	0	44
134811685	71	116	0	45
134811691	72	119	0	46
134811696	168	91	0	47
134811700	69	126	0	48
134811734	107	90	1	49
134811738	107	123	1	50
134811775	72	90	0	51
134811790	71	121	0	52
134811794	73	111	0	53
134811796	24	95	0	54
134811847	108	107	1	55
134811872	72	106	0	56
134811890	71	122	0	57
134811905	70	121	0	58
134811906	108	106	1	59
134811920	23	95	0	60
134812011	104	118	1	61
134812016	24	94	0	62
134812023	70	113	0	63
134812023	71	123	0	64
134812115	107	102	1	65
134812122	72	92	0	66
134812133	70	125	0	67
134812139	72	99	0	68
134812232	71	106	0	69
134812233	109	97	1	70
134812292	108	127	1	71
134812339	104	122	0	72
134812340	73	99	0	73
134812344	68	106	0	74
134812346	69	115	0	75
134812378	109	91	1	76
134812386	106	122	1	77
134812416	103	93	1	78
134812434	73	90	0	79
134812452	105	119	1	80
134812454	71	103	0	81
134812457	72	118	0	82
134812509	107	91	1	83
134812540	24	95	0	84
134812545	73	97	0	85
